Employee Number (Person),Employment Status (Person),Post Type (Post Profile),Appointment Status (Appointment),Pay Group (Person),Full Name (Person),Grade,Post Title (Post Profile),Directorate,Department,Family Friendly Absence Days,Absence Days,Sick Days,Certified Sick Days,Certified Sick Paid Days,Certified Sick Unpaid Days,Self Certified Sick Days,Self Certified Sick Paid Days,Annual Accrued Entitlement,Annual Floating Entitlement,Annual Carried Forward,Annual Total Entitlement,Annual Taken,Annual Balance,Annual Booked,Annual Balance Less Booked
100016,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Tracy Brewer,No Grade,SCHOOL WARDEN,ARCHITECTS,PLANNING,0,No Sick Leave Record,0,No Sick Leave Record,100708,100043,No Sick Leave Record,101017,0,27,2,35,17,21,3,No Annual Leave Record
101189,Live,TW,CO,SALARIES,Albert Gonzalez,5.5,SENIOR EXECUTIVE TECHNICIAN,"COMMUNITY, CULTURAL SERVICES & PARKS",IT,0,0,No Sick Leave Record,No Sick Leave Record,100183,100296,No Sick Leave Record,100822,No Annual Leave Record,27,11,28.5,21,7,3,18.5
100936,Live,PW,CO,SALARIES,Karen Oliver,6,LIBRARY ASSISTANT,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,No Sick Leave Record,0,101344,100537,No Sick Leave Record,100066,0,22,No Annual Leave Record,No Annual Leave Record,0,11,8,15.5
101223,Live,PW,CO,SALARIES,Alyssa Pierce,No Grade,SCHOOL WARDEN,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100808,100713,0,100705,No Annual Leave Record,30,2,32,13,No Annual Leave Record,3,8
100105,Live,PW,CO,SALARIES,Patricia Brown,3,SCHOOL WARDEN,"COMMUNITY, CULTURAL SERVICES & PARKS",PLANNING,No Sick Leave Record,5,No Sick Leave Record,0,100164,100919,0,101208,0,30,0,29,28,23,3,4
101040,Live,TW,CO,FORTNIGHTLY WAGES - DLR,Cynthia Patterson,7,STAFF OFFICER,HOUSING,CULTURE,0,5.09,No Sick Leave Record,No Sick Leave Record,100516,100536,No Sick Leave Record,100576,0,No Annual Leave Record,0,32,2,25,No Annual Leave Record,9
100771,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Diana Brown,6,STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,0,0,100838,100294,0,100241,0,30,5,35,15,18,5,No Annual Leave Record
100635,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Carmen Jensen,5,GENERAL OPERATIVE,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,101114,100850,No Sick Leave Record,101327,No Annual Leave Record,No Annual Leave Record,0,29.5,28,11,0,4
101051,Live,PW,CO,SALARIES,David Wiggins,3,ASSISTANT STAFF OFFICER,CORPORATE AFFAIRS,PARKS,No Sick Leave Record,No Sick Leave Record,0,0,100815,100885,0,101149,0,24,1.5,35,23.5,11,2,2.5
101170,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Sara Ortiz,6,SENIOR RESIDENT ENGINEER TEMP,HOUSING,INFRASTRUCTURE & CLIMATE CHANGE,0,0,0,No Sick Leave Record,100234,100911,No Sick Leave Record,100378,0,15,No Annual Leave Record,30,23,20.5,3,12
100386,,PW,CO,SALARIES,Omar Cunningham,3,DIRECTOR OF SERVICE,HOUSING,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,16.86,No Sick Leave Record,4,101123,100046,No Sick Leave Record,100840,0,26.5,0,24,12,6,3,5
100147,Live,TW,CO,FORTNIGHTLY WAGES - DLR,James Anderson,4,ANALYST PROGRAMMER,INFRASTRUCTURE & CLIMATE CHANGE,HOUSING,0,0,No Sick Leave Record,0,100674,100393,No Sick Leave Record,100303,0,24,2.5,32,14,17,3,No Annual Leave Record
100514,Live,PW,CO,SALARIES,Lisa Allen,No Grade,SENIOR PARKS SUPERINTENDENT,FORWARD PLANNING INFRASTRUCTURE,PARKS,No Sick Leave Record,13.05,No Sick Leave Record,No Sick Leave Record,101224,100620,No Sick Leave Record,100126,0,24,1,27,0,8.5,0,1.5
101245,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Lisa Green,No Grade,ENVIRONMENTAL ENFORCEMENT WARDEN,"COMMUNITY, CULTURAL SERVICES & PARKS",FINANCE,0,0,No Sick Leave Record,0,100998,101346,0,100144,0,No Annual Leave Record,3,31.5,16.5,14,6,14
100923,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Alex Carr,4,CLERICAL OFFICER,FORWARD PLANNING INFRASTRUCTURE,INFRASTRUCTURE & CLIMATE CHANGE,0,0,No Sick Leave Record,No Sick Leave Record,101175,100021,0,100741,0,30,0,37,3,11,7,10
101243,Live,PW,CO,SALARIES,John Raymond,No Grade,SCHOOL WARDEN,"COMMUNITY, CULTURAL SERVICES & PARKS",PARKS,0,11.37,No Sick Leave Record,0,100743,100172,0,100963,0,30,No Annual Leave Record,13.5,18.5,18,3,12.5
100089,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Christopher Ortiz,6,ASSISTANT PARKS & LANDSCAPE OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,0,0,4,28.5,100854,101116,0,100547,0,28.5,12.5,26.5,No Annual Leave Record,16,3,27
100122,Live,PW,CO,SALARIES,Robert Griffith,No Grade,STAFF OFFICER,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,No Sick Leave Record,0,100340,100672,1,100948,0,30,5,29,18.5,No Annual Leave Record,3,6
100375,Live,PW,CO,SALARIES,Amanda Jones,No Grade,SUPERVISOR INSPECTOR PARKS,FINANCE & WATER SERVICES,CORPORATE SERVICES,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100173,100026,0,100247,0,30,3,No Annual Leave Record,16.5,6,3,4.5
100227,Live,TW,CO,FORTNIGHTLY WAGES - DLR,Samuel Reid,4,SCHOOL WARDEN,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,0,8.16,No Sick Leave Record,0,100783,100935,No Sick Leave Record,100708,0,23.5,1.5,30,15,22.5,0,6
100007,Live,PW,CO,SALARIES,David Rhodes,No Grade,SPORTS MARKETING & INFORMATION OFFICER,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100755,100221,0,100394,No Annual Leave Record,No Annual Leave Record,3.5,24,20,19,1,13.5
100981,Live,PW,CO,SALARIES,Robert Hubbard,5,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,PARKS,No Sick Leave Record,0.02,No Sick Leave Record,0,100039,100307,No Sick Leave Record,101135,0,24,5,35,18,11,3,8
100758,Live,,CO,SALARIES,Michael Wong,3,SCHOOL WARDEN,HOUSING,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,1.01,No Sick Leave Record,33,100984,100782,No Sick Leave Record,100917,0,30,2,No Annual Leave Record,19.5,20,5.5,14
101213,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Shannon Taylor,3,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,1.02,No Sick Leave Record,25,101168,100328,1,101093,0,30,0,29,9,7.5,4,2.5
100737,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Amy Baker,No Grade,ASSISTANT FOREMAN GARDENER,HOUSING,PLANNING,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,101186,100773,0,100425,0,30,5,35,28.5,14.5,1.5,6
101259,Live,PW,CO,SALARIES,Cynthia Duke,6,GENERAL OPERATIVE,PLANNING & ECONOMIC DEVELOPMENT,CORPORATE SERVICES,0,0,No Sick Leave Record,0,100799,100506,No Sick Leave Record,100041,0,No Annual Leave Record,4,32,8,5.5,3,7
100536,Live,PW,CO,SALARIES,Charles Dunn,5,CLERICAL OFFICER,PLANNING & ECONOMIC DEVELOPMENT,ARCHITECTS,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,100132,100581,1,100784,0,30,5,27.5,20,5,No Annual Leave Record,4
101016,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Jennifer Brown DDS,6,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,PARKS,0,0,No Sick Leave Record,3,100703,100104,No Sick Leave Record,101121,0,20,0.5,30,26.5,3,3,21
100018,Live,PW,CO,SALARIES,Jason Austin,No Grade,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,WATER SERVICES,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100499,101310,0,100240,0,30,4.5,34,19.5,5.5,9,10
101036,Live,PW,CO,SALARIES,William Gilbert,No Grade,GANGER PARKS,HOUSING,PLANNING,No Sick Leave Record,2,0,No Sick Leave Record,100176,100038,No Sick Leave Record,100328,0,No Annual Leave Record,5,31,17,No Annual Leave Record,4,9.5
100097,Live,PW,CO,SALARIES,Kenneth Lee,6.5,GENERAL OPERATIVE,"COMMUNITY, CULTURAL SERVICES & PARKS",PARKS,No Sick Leave Record,No Sick Leave Record,0,0,100749,101070,No Sick Leave Record,100593,0,18,4,34,18,6,0,8
100027,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Tony Walton,No Grade,ASSISTANT FOREMAN GARDENER,PLANNING & ECONOMIC DEVELOPMENT,HOUSING,No Sick Leave Record,No Sick Leave Record,14,No Sick Leave Record,101116,100390,0,100226,0,14,0,24,19,16,No Annual Leave Record,4.5
100139,Live,TW,CO,FORTNIGHTLY WAGES - DLR,Elizabeth Obrien,5,EXECUTIVE PARKS SUPERINTENDENT,FINANCE & WATER SERVICES,INFRASTRUCTURE & CLIMATE CHANGE,0,0,No Sick Leave Record,2,101259,100855,No Sick Leave Record,101272,0,30,0,25,25,No Annual Leave Record,3,2
100545,Live,PW,CO,SALARIES,Katrina Marshall,3,ASSISTANT FOREMAN OF WORKS,"COMMUNITY, CULTURAL SERVICES & PARKS",PARKS,0,0,No Sick Leave Record,No Sick Leave Record,101096,100317,0,100788,0,24,No Annual Leave Record,32,17,10.5,6,-1
100807,Live,PW,CO,SALARIES,Patrick Ramsey,No Grade,HARBOUR CONSTABLE,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,100625,100319,0,100728,0,30,5,29,26,20,3,4.5
100531,Live,PW,CO,SALARIES,Nicholas White,5,ASSISTANT STAFF OFFICER,PLANNING & ECONOMIC DEVELOPMENT,PLANNING,No Sick Leave Record,No Sick Leave Record,8,No Sick Leave Record,100861,101174,No Sick Leave Record,100901,0,No Annual Leave Record,4,11,21.5,20,9,7.5
101085,Live,PW,CO,SALARIES,Dan Sims,3,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,WATER SERVICES,0,0,0,0,100436,100791,0,100293,0,28.5,No Annual Leave Record,29,22,12,3,3.5
100231,Live,PW,CO,SALARIES,Caleb Bentley,No Grade,EXECUTIVE ENGINEER,INFRASTRUCTURE & CLIMATE CHANGE,,0,No Sick Leave Record,0,0,100805,100288,0,100455,0,24,5,30,19.5,24,3,6
100180,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Larry Morton,No Grade,GRADUATE ENGINEER,INFRASTRUCTURE & CLIMATE CHANGE,WATER SERVICES,No Sick Leave Record,0,No Sick Leave Record,0,101181,100551,No Sick Leave Record,100385,0,No Annual Leave Record,6.5,19.5,26,15.5,3,9.5
100010,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Jerry Mitchell,8.5,DRIVER CLEANSING,HOUSING,PLANNING,No Sick Leave Record,No Sick Leave Record,0,0,100733,100219,0,100106,0,30,1,27,14.5,16,11,22
100459,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Carolyn Murphy,No Grade,I.S. PROJECT LEADER,FINANCE & WATER SERVICES,CULTURE,0,No Sick Leave Record,No Sick Leave Record,8,100569,100681,No Sick Leave Record,101294,0,21.5,0,21.5,No Annual Leave Record,No Annual Leave Record,8,13.5
100169,Live,PW,CO,SALARIES,Robert Parker,5,EXECUTIVE PLANNER,FORWARD PLANNING INFRASTRUCTURE,FINANCE,No Sick Leave Record,0,0,No Sick Leave Record,100971,100264,No Sick Leave Record,100341,0,24,2,35,18,14.5,3,12
100193,Live,TP,CO,SALARIES,Sandra Nichols,5,EXECUTIVE ENGINEER,"COMMUNITY, CULTURAL SERVICES & PARKS",FINANCE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100663,101293,0,101146,0,30,5,30,No Annual Leave Record,14.5,No Annual Leave Record,5
100533,Live,TW,CO,SALARIES,Shelby Tanner,3,GENERAL OPERATIVE,FINANCE & WATER SERVICES,HOUSING,No Sick Leave Record,0,6,0,101173,100785,0,100070,0,27,0,24,26,No Annual Leave Record,15,No Annual Leave Record
100703,Live,TW,CO,SALARIES,James Meyers,No Grade,GENERAL OPERATIVE,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,0,100975,100067,No Sick Leave Record,100923,0,29,5,16,2,24.5,3,7
101216,Live,PW,CO,SALARIES,Daniel Delgado,8,ASSISTANT ENGINEER,"COMMUNITY, CULTURAL SERVICES & PARKS",ARCHITECTS,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,21,100000,101185,0,100513,0,24,0,29,15,17,0,12
101028,Live,PW,CO,SALARIES,Steven Russo,4,ASSISTANT STAFF OFFICER,CORPORATE AFFAIRS,COMMUNITY,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,100495,100508,No Sick Leave Record,101329,0,30,3,31,20.5,9,3,27
100131,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Thomas Thomas,3,LIBRARIAN,CORPORATE AFFAIRS,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,0,101275,100755,No Sick Leave Record,100653,0,30,4.5,15.5,25,15.5,3,9
100464,Live,PW,CO,SALARIES,William Marshall,7,CLERICAL OFFICER,HOUSING,PARKS,0,28.62,No Sick Leave Record,0,100992,101286,0,100975,0,No Annual Leave Record,2.5,29,23,6.5,3,10
101139,Live,PW,CO,SALARIES,Derek Oconnell,4,SCHOOL WARDEN,CORPORATE AFFAIRS,FINANCE,0,No Sick Leave Record,2,0,101258,101224,No Sick Leave Record,100443,0,12,0,24,22.5,No Annual Leave Record,9,3
100323,Live,PW,CO,SALARIES,John Lamb,3,SENIOR STAFF OFFICER,HOUSING,CULTURE,No Sick Leave Record,6.51,0,No Sick Leave Record,100533,100913,0,100406,0,No Annual Leave Record,0,No Annual Leave Record,No Annual Leave Record,11.5,6,No Annual Leave Record
100706,Live,PW,CO,SALARIES,Jason Lynn,3,DRIVER ROAD SWEEPER,CORPORATE AFFAIRS,PARKS,No Sick Leave Record,0,No Sick Leave Record,0,100928,101351,No Sick Leave Record,100270,0,24,No Annual Leave Record,38,10,8,0,1
100876,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Robert Braun,3,STAFF OFFICER,CORPORATE AFFAIRS,PARKS,No Sick Leave Record,0,7,0,101279,101291,0,101026,0,30,0,34,22,7,3,20
101116,Live,PW,CO,SALARIES,Dustin Ballard,3,ENVIRONMENTAL ENFORCEMENT WARDEN,INFRASTRUCTURE & CLIMATE CHANGE,PARKS,0,0,No Sick Leave Record,3,100433,101253,No Sick Leave Record,100727,0,29,0,34,21,No Annual Leave Record,No Annual Leave Record,3
100939,Live,PW,CO,SALARIES,Keith White,4,ELECTRICIAN,FINANCE & WATER SERVICES,ARCHITECTS,No Sick Leave Record,0,8,3,100583,101082,No Sick Leave Record,100071,0,30,5,24,0,20,0,24
101294,Live,PW,CO,SALARIES,Heidi Sanchez,No Grade,GRADUATE PROGRAMME,INFRASTRUCTURE & CLIMATE CHANGE,PARKS,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,100305,100539,1,100943,0,No Annual Leave Record,5,31,1,11,3,2
101283,Live,PW,CO,SALARIES,Ashley Patton,5,STAFF OFFICER,HOUSING,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,0,No Sick Leave Record,100788,100702,No Sick Leave Record,100044,0,19.5,5,6.5,11,11.5,3,5
100604,Live,PW,CO,SALARIES,Amanda Williams,3,SENIOR STAFF OFFICER,LAW,PARKS,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,101213,100076,0,100699,0,30,0,24,17,8,No Annual Leave Record,7
100651,Live,TP,CO,FORTNIGHTLY WAGES - DLR,Martha Thomas,6,LIBRARIAN,"COMMUNITY, CULTURAL SERVICES & PARKS",PARKS,No Sick Leave Record,No Sick Leave Record,0,24.5,100008,100714,No Sick Leave Record,100598,No Annual Leave Record,30,5,34,0,No Annual Leave Record,8,15
100860,Live,TW,CO,SALARIES,Patrick Cruz,3,STAFF OFFICER,HOUSING,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,0,No Sick Leave Record,100472,101141,No Sick Leave Record,100743,0,27,0,37,13,No Annual Leave Record,5,11
100682,Live,PW,CO,SALARIES,Joseph Morales,No Grade,ASSISTANT STAFF OFFICER,HOUSING,CORPORATE SERVICES,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,6,100873,100188,No Sick Leave Record,100495,No Annual Leave Record,22,0,37,21,13,3,6
100672,Live,PW,CO,SALARIES,Eric Wood,6.5,SENIOR LIBRARIAN,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,0,9.5,101145,101078,No Sick Leave Record,100801,0,30,0,No Annual Leave Record,16.5,18,1,5
100407,Live,PW,CO,SALARIES,Thomas Perez,5,ASSISTANT STAFF OFFICER,HOUSING,PLANNING,0,0,5,No Sick Leave Record,101101,100894,0,100546,0,30,9,28.5,13,15,0,No Annual Leave Record
100772,Live,PW,CO,SALARIES,Jeffrey Evans,No Grade,DRIVER,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,101094,100545,No Sick Leave Record,100447,0,24,5,24,8,5,3,8.5
100615,Live,PW,CO,SALARIES,Jeffrey Smith,5,GENERAL OPERATIVE,FORWARD PLANNING INFRASTRUCTURE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,3,0,100390,100257,No Sick Leave Record,101211,0,25,5,35,20,8.5,No Annual Leave Record,11
101143,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Mark Ruiz,No Grade,WATER TRANSFER TRANSITION MANAGER - TEMP,INFRASTRUCTURE & CLIMATE CHANGE,COMMUNITY,No Sick Leave Record,72,No Sick Leave Record,No Sick Leave Record,101134,100652,No Sick Leave Record,100315,0,24,0,18,0,11,8,3
100445,Live,PW,CO,SALARIES,Thomas Morris,6,PARK RANGER 2001,HOUSING,PLANNING,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100101,100927,0,101217,0,27,0,26.5,8.5,8.5,3,9
100574,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Nathan Paul,3,ASSISTANT PLANNER,INFRASTRUCTURE & CLIMATE CHANGE,PARKS,No Sick Leave Record,No Sick Leave Record,0,0,100522,101069,No Sick Leave Record,101258,0,No Annual Leave Record,5,32,17,9,5,11
100190,Live,TP,CO,SALARIES,Lisa Johnson,3,CLERICAL OFFICER,HOUSING,FINANCE,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100012,101207,No Sick Leave Record,100995,No Annual Leave Record,30,0,35,29,7,3,6
101254,Live,PW,CO,SALARIES,Lynn Buchanan,5,GENERAL OPERATIVE,"COMMUNITY, CULTURAL SERVICES & PARKS",COMMUNITY,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,14,100645,101208,No Sick Leave Record,100146,0,28,4,35,18.5,22,0,15
100272,Live,PW,CO,SALARIES,Joseph Smith,No Grade,DRIVER,INFRASTRUCTURE & CLIMATE CHANGE,FINANCE,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100300,100625,0,101319,0,19,5,31.5,No Annual Leave Record,15,0,6
100248,Live,TW,CO,SALARIES,Miss April Jordan,5,SENIOR EXECUTIVE ENGINEER,PLANNING & ECONOMIC DEVELOPMENT,HOUSING,No Sick Leave Record,No Sick Leave Record,6,No Sick Leave Record,101139,101073,No Sick Leave Record,100222,0,30,No Annual Leave Record,32,23.5,17,3,12
100943,Live,PW,CO,SALARIES,Christopher Bailey,4,OPERATOR TRACTOR,FINANCE & WATER SERVICES,CULTURE,0,0,1,0,100554,101342,0,100380,0,21.5,12,33,25,No Annual Leave Record,0,13.5
100494,Live,PW,CO,SALARIES,Vanessa Cardenas,4,SENIOR PROGRAMMER,CORPORATE AFFAIRS,COMMUNITY,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,101192,101029,No Sick Leave Record,100730,No Annual Leave Record,24,5,23,17,12.5,3,9
101147,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Miranda Guzman,5,ASSISTANT STAFF OFFICER,PLANNING & ECONOMIC DEVELOPMENT,HOUSING,0,No Sick Leave Record,0,No Sick Leave Record,100290,100982,No Sick Leave Record,101165,0,13.5,0,29,3,3.5,3,12
100483,Live,PW,CO,SALARIES,Jose Bowen,No Grade,SCHOOL WARDEN,PLANNING & ECONOMIC DEVELOPMENT,FINANCE,No Sick Leave Record,0,No Sick Leave Record,0,100889,101137,No Sick Leave Record,101045,0,29,0,24,10.5,16,10,0
100261,Live,PW,CO,SALARIES,Emily Joseph,No Grade,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,COMMUNITY,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100843,100045,No Sick Leave Record,100902,0,24,5,34.5,4,16,0,20.5
100776,Live,PW,CO,SALARIES,William Baker,No Grade,STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,0,100372,100972,No Sick Leave Record,101293,0,24,10,31.5,17.5,11,8,5
100877,Live,PW,CO,SALARIES,Jeffrey Jacobson,No Grade,CLERICAL OFFICER,PLANNING & ECONOMIC DEVELOPMENT,HOUSING,0,No Sick Leave Record,0,No Sick Leave Record,101221,101092,0,100065,No Annual Leave Record,30,1,35,13,6.5,No Annual Leave Record,14
100315,Live,PW,CO,SALARIES,William Thompson,7,LIBRARY ASSISTANT,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,22,0,100829,100474,0,100554,0,17.5,0,No Annual Leave Record,15,10,3,13
100661,Live,PW,CO,SALARIES,Stacey Santiago,6,STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",CORPORATE SERVICES,No Sick Leave Record,5.53,No Sick Leave Record,0,100402,101049,No Sick Leave Record,100365,0,31,5,34.5,17,30,3,6
100516,Live,PW,CO,SALARIES,Amy Clark,5,ASSISTANT PARKS & LANDSCAPE OFFICER,PLANNING & ECONOMIC DEVELOPMENT,HOUSING,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100963,101327,No Sick Leave Record,100257,0,27,2.5,29,13,No Annual Leave Record,3,20
100036,Live,PW,CO,SALARIES,Ryan Ross,5,GENERAL OPERATIVE,PLANNING & ECONOMIC DEVELOPMENT,CULTURE,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100698,100577,No Sick Leave Record,100648,0,29,5,18,16,8,No Annual Leave Record,11
101176,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Kathryn Castro,4,SENIOR EXECUTIVE TECHNICIAN,PLANNING & ECONOMIC DEVELOPMENT,CULTURE,0,No Sick Leave Record,No Sick Leave Record,9,100348,101230,No Sick Leave Record,100040,No Annual Leave Record,30,0,32.5,12,No Annual Leave Record,3,21.5
100973,Live,PW,CO,SALARIES,Thomas Barnes,3,INSPECTOR GENERAL ROADS,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,0,0,No Sick Leave Record,0,100345,100569,0,100778,0,29,0,13.5,26,15,0,5.5
101274,Live,PW,CO,SALARIES,Michael Montoya,4,EXECUTIVE SOLICITOR,HOUSING,HOUSING,0,0,0,No Sick Leave Record,100415,101267,No Sick Leave Record,100356,0,30,No Annual Leave Record,No Annual Leave Record,1,14,No Annual Leave Record,5.5
100636,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Adam Bell,No Grade,ASSISTANT PLANNER,INFRASTRUCTURE & CLIMATE CHANGE,PARKS,0,0,0,No Sick Leave Record,100299,100942,0,100433,0,No Annual Leave Record,No Annual Leave Record,32,23,No Annual Leave Record,0,16
100825,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Mary Thomas,5,CLERICAL OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",CULTURE,0,32.49,No Sick Leave Record,No Sick Leave Record,100469,100145,0,100155,0,30,No Annual Leave Record,30,24.5,15.5,3,24
100502,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Cameron Vincent,6,EXECUTIVE SCIENTIST,HOUSING,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,2,5,101338,101122,2,101018,0,30,0.5,25,15.5,No Annual Leave Record,No Annual Leave Record,9
100975,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Jacqueline Avery,6,STAFF OFFICER,FINANCE & WATER SERVICES,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,101296,101303,No Sick Leave Record,100527,0,25.5,0,34.5,No Annual Leave Record,No Annual Leave Record,0,4
100423,Live,PW,CO,SALARIES,Sheila Sandoval,6,GIS SYSTEMS OFFICER,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,0,0.19,No Sick Leave Record,7,101253,100862,No Sick Leave Record,100299,No Annual Leave Record,30,5,30,18,15,0,8
100844,Live,PW,CO,SALARIES,Lisa Jones,No Grade,EXECUTIVE PARKS SUPERINTENDENT,HOUSING,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,0,0,101182,101193,No Sick Leave Record,100843,No Annual Leave Record,24,0,33,14,11.5,8,20.5
101063,Live,PW,CO,SALARIES,Katherine Williams,No Grade,LIBRARIAN,HOUSING,COMMUNITY,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,100045,101040,No Sick Leave Record,100183,0,20.5,0,No Annual Leave Record,6,21.5,3,12.5
100929,Live,TP,CO,FORTNIGHTLY WAGES - DLR,Charles Adams,3,SENIOR STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,0,1.1,0,No Sick Leave Record,100593,100690,No Sick Leave Record,100003,0,No Annual Leave Record,4,27,25,22,0,10.5
100566,Live,PW,CO,SALARIES,Michael Phillips,6,SENIOR STAFF OFFICER,FINANCE & WATER SERVICES,ARCHITECTS,0,No Sick Leave Record,26,7,100721,100291,No Sick Leave Record,100481,0,14,0,No Annual Leave Record,10.5,31,0,18
